"LENGTH.logL" "LENGTH.K" "LENGTH.AICc" "LENGTH.Akaike.wt" "WIDTH.logL" "WIDTH.K" "WIDTH.AICc" "WIDTH.Akaike.wt" "DEPTH.logL" "DEPTH.K" "DEPTH.AICc" "DEPTH.Akaike.wt" "ROBUSTNESS.logL" "ROBUSTNESS.K" "ROBUSTNESS.AICc" "ROBUSTNESS.Akaike.wt"
-8.82541374301484 3 47.6508274860297 0 -0.425279489763514 3 30.850558979527 0 1.33153398439075 3 27.3369320312185 0 11.4580647398512 3 7.08387052029767 0
-9.37218419988556 2 28.7443683997711 0.042 -1.43696627665579 2 12.8739325533116 0.9 0.271899740722441 2 9.45620051855512 0.722 10.2867983853745 2 -10.5735967707491 0.857
-9.60320971104735 2 29.2064194220947 0.033 -3.63772690604064 2 17.2754538120813 0.1 -0.680597338725256 2 11.3611946774505 0.278 8.49883254826953 2 -6.99766509653906 0.143
-9.60320971104735 1 22.539752755428 0.925 -137.689289995462 1 278.711913324256 0 -12.365779179587 1 28.0648916925074 0 -181.308205783393 1 365.949744900119 0
